Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Duration_Days,Channel_Used,Conversion_Rate,Conversion_Rate_Pct,Acquisition_Cost,ROI,ROI_Bucket,Revenue_Generated,Net_Profit,Location,Language,Clicks,Impressions,CTR_Pct,Cost_Per_Click,Est_Conversions,Cost_Per_Conversion,Engagement_Score,Customer_Segment,Date,Year,Month,Month_Name,Quarter
2376,Innovate Industries,Influencer,Women 25-34,15 days,15,Facebook,0.07,7.000000000000001,6810.0,5.45,Medium ROI (3x-6x),37114.5,30304.5,Chicago,French,882,7948,11.097131353799698,7.72108843537415,62.0,109.83870967741936,9,Outdoor Adventurers,2021-07-05,2021,7,Jul,3
2380,Innovate Industries,Social Media,Women 25-34,15 days,15,Website,0.14,14.000000000000002,5623.0,3.72,Medium ROI (3x-6x),20917.56,15294.56,New York,French,541,3475,15.568345323741006,10.393715341959334,76.0,73.98684210526316,6,Fashionistas,2021-07-09,2021,7,Jul,3
2430,Alpha Innovations,Email,Women 35-44,60 days,60,Google Ads,0.14,14.000000000000002,18513.0,4.62,Medium ROI (3x-6x),85530.06,67017.06,Chicago,Spanish,788,4863,16.203989307012133,23.493654822335024,110.0,168.3,4,Fashionistas,2021-08-28,2021,8,Aug,3
2450,TechCorp,Display,Men 18-24,30 days,30,Google Ads,0.06,6.0,17863.0,2.66,Low ROI (<3x),47515.58,29652.58,Chicago,Spanish,928,8767,10.585148853655754,19.248922413793103,56.0,318.98214285714283,7,Outdoor Adventurers,2021-09-17,2021,9,Sep,3
2505,DataTech Solutions,Social Media,Women 35-44,60 days,60,Website,0.04,4.0,12559.0,6.84,High ROI (6x+),85903.56,73344.56,Los Angeles,Mandarin,877,8529,10.282565365224528,14.320410490307868,35.0,358.8285714285714,9,Health & Wellness,2021-11-11,2021,11,Nov,4
2539,DataTech Solutions,Social Media,Men 25-34,45 days,45,Facebook,0.07,7.000000000000001,16461.0,5.86,Medium ROI (3x-6x),96461.46,80000.46,Los Angeles,English,493,7571,6.511689340906089,33.3894523326572,35.0,470.3142857142857,7,Outdoor Adventurers,2021-12-15,2021,12,Dec,4
2541,TechCorp,Social Media,Women 25-34,60 days,60,YouTube,0.11,11.0,8070.0,2.59,Low ROI (<3x),20901.3,12831.3,New York,French,874,2464,35.47077922077922,9.233409610983982,96.0,84.0625,6,Foodies,2021-12-17,2021,12,Dec,4
2589,Innovate Industries,Email,Women 35-44,45 days,45,Instagram,0.13,13.0,14242.0,2.1,Low ROI (<3x),29908.2,15666.2,Miami,French,177,6454,2.742485280446235,80.46327683615819,23.0,619.2173913043479,9,Health & Wellness,2021-02-03,2021,2,Feb,1
2628,DataTech Solutions,Email,Men 25-34,45 days,45,Facebook,0.09,9.0,16271.0,7.75,High ROI (6x+),126100.25,109829.25,Houston,French,525,7428,7.0678513731825525,30.99238095238095,47.0,346.1914893617021,10,Fashionistas,2021-03-14,2021,3,Mar,1
2634,DataTech Solutions,Display,All Ages,60 days,60,Facebook,0.11,11.0,13644.0,5.61,Medium ROI (3x-6x),76542.84000000001,62898.84000000001,Chicago,English,558,9654,5.7799875699192045,24.451612903225808,61.0,223.672131147541,9,Outdoor Adventurers,2021-03-20,2021,3,Mar,1
2676,Innovate Industries,Email,Men 18-24,30 days,30,Google Ads,0.02,2.0,19121.0,2.28,Low ROI (<3x),43595.88,24474.88,Chicago,Mandarin,936,3392,27.594339622641517,20.428418803418804,19.0,1006.3684210526316,9,Outdoor Adventurers,2021-05-01,2021,5,May,2
2714,NexGen Systems,Influencer,Men 18-24,60 days,60,Facebook,0.05,5.0,8045.0,6.54,High ROI (6x+),52614.3,44569.3,Chicago,French,744,3982,18.68407835258664,10.813172043010752,37.0,217.4324324324324,3,Foodies,2021-06-08,2021,6,Jun,2
2719,TechCorp,Influencer,Women 25-34,60 days,60,Website,0.01,1.0,16703.0,7.82,High ROI (6x+),130617.46,113914.46,Houston,Mandarin,233,6593,3.534051266494767,71.68669527896996,2.0,8351.5,7,Health & Wellness,2021-06-13,2021,6,Jun,2
2725,NexGen Systems,Social Media,Women 25-34,30 days,30,Facebook,0.07,7.000000000000001,19828.0,5.31,Medium ROI (3x-6x),105286.68,85458.68,New York,Spanish,263,8563,3.0713534976059798,75.3916349809886,18.0,1101.5555555555557,6,Fashionistas,2021-06-19,2021,6,Jun,2
2742,Innovate Industries,Influencer,All Ages,15 days,15,Email,0.06,6.0,5347.0,3.29,Medium ROI (3x-6x),17591.63,12244.63,Chicago,Mandarin,161,3472,4.637096774193548,33.2111801242236,10.0,534.7,10,Tech Enthusiasts,2021-07-06,2021,7,Jul,3
2768,TechCorp,Email,Women 25-34,15 days,15,Website,0.02,2.0,16538.0,3.86,Medium ROI (3x-6x),63836.68,47298.68,Miami,English,170,2793,6.086645184389545,97.28235294117648,3.0,5512.666666666667,3,Fashionistas,2021-08-01,2021,8,Aug,3
2816,TechCorp,Influencer,Women 35-44,60 days,60,Facebook,0.11,11.0,13218.0,3.37,Medium ROI (3x-6x),44544.66,31326.660000000003,Miami,German,136,7795,1.7447081462475946,97.19117647058825,15.0,881.2,8,Foodies,2021-09-18,2021,9,Sep,3
2847,Innovate Industries,Display,Women 35-44,30 days,30,Instagram,0.03,3.0,19573.0,3.1,Medium ROI (3x-6x),60676.3,41103.3,New York,Mandarin,689,3648,18.88706140350877,28.407837445573296,21.0,932.047619047619,5,Fashionistas,2021-10-19,2021,10,Oct,4
2864,TechCorp,Social Media,Men 25-34,15 days,15,Instagram,0.02,2.0,12227.0,7.47,High ROI (6x+),91335.69,79108.69,Miami,Spanish,199,3263,6.098682194299724,61.44221105527638,4.0,3056.75,6,Outdoor Adventurers,2021-11-05,2021,11,Nov,4
2866,NexGen Systems,Influencer,Women 35-44,60 days,60,Email,0.06,6.0,17667.0,3.45,Medium ROI (3x-6x),60951.15,43284.15,Los Angeles,Mandarin,544,7065,7.69992922859165,32.47610294117647,33.0,535.3636363636364,1,Tech Enthusiasts,2021-11-07,2021,11,Nov,4
2957,Innovate Industries,Display,Men 25-34,15 days,15,Website,0.09,9.0,6285.0,5.55,Medium ROI (3x-6x),34881.75,28596.75,Miami,English,884,1549,57.06907682375726,7.10972850678733,80.0,78.5625,2,Tech Enthusiasts,2021-02-06,2021,2,Feb,1
3002,NexGen Systems,Influencer,Women 35-44,45 days,45,Website,0.13,13.0,12265.0,7.69,High ROI (6x+),94317.85,82052.85,Chicago,Mandarin,478,5931,8.059349182262688,25.65899581589958,62.0,197.82258064516128,8,Outdoor Adventurers,2021-03-23,2021,3,Mar,1
3017,NexGen Systems,Influencer,Women 35-44,30 days,30,Email,0.05,5.0,7389.0,4.98,Medium ROI (3x-6x),36797.22,29408.22,Chicago,French,409,1309,31.245225362872414,18.06601466992665,20.0,369.45,9,Outdoor Adventurers,2021-04-07,2021,4,Apr,2
3058,DataTech Solutions,Social Media,Men 25-34,15 days,15,Instagram,0.06,6.0,16133.0,6.7,High ROI (6x+),108091.1,91958.1,Miami,English,833,4290,19.417249417249412,19.367346938775512,50.0,322.66,3,Foodies,2021-05-18,2021,5,May,2
3064,Alpha Innovations,Influencer,All Ages,45 days,45,Facebook,0.14,14.000000000000002,7099.0,4.0,Medium ROI (3x-6x),28396.0,21297.0,Houston,French,260,4157,6.254510464277123,27.303846153846155,36.0,197.19444444444449,2,Outdoor Adventurers,2021-05-24,2021,5,May,2
3073,TechCorp,Display,Men 25-34,15 days,15,Email,0.03,3.0,15567.0,3.67,Medium ROI (3x-6x),57130.89,41563.89,Los Angeles,French,368,4747,7.752264588160944,42.30163043478261,11.0,1415.1818181818182,6,Fashionistas,2021-06-02,2021,6,Jun,2
3162,Innovate Industries,Influencer,All Ages,15 days,15,Email,0.13,13.0,19449.0,2.52,Low ROI (<3x),49011.48,29562.480000000003,New York,Mandarin,243,5638,4.310039020929408,80.03703703703704,32.0,607.78125,10,Outdoor Adventurers,2021-08-30,2021,8,Aug,3
3212,DataTech Solutions,Search,Women 35-44,60 days,60,Instagram,0.12,12.0,17965.0,2.55,Low ROI (<3x),45810.75,27845.75,New York,Mandarin,256,8403,3.046531000833036,70.17578125,31.0,579.516129032258,4,Health & Wellness,2021-10-19,2021,10,Oct,4
3228,Innovate Industries,Influencer,All Ages,60 days,60,Website,0.03,3.0,7021.0,3.23,Medium ROI (3x-6x),22677.83,15656.829999999998,New York,German,309,8988,3.4379172229639523,22.72168284789644,9.0,780.1111111111111,7,Tech Enthusiasts,2021-11-04,2021,11,Nov,4
3236,Innovate Industries,Social Media,All Ages,45 days,45,Website,0.13,13.0,16789.0,6.92,High ROI (6x+),116179.88,99390.88,Los Angeles,English,951,2718,34.98896247240618,17.6540483701367,124.0,135.3951612903226,4,Fashionistas,2021-11-12,2021,11,Nov,4
3243,Innovate Industries,Social Media,Women 25-34,45 days,45,Website,0.1,10.0,11189.0,2.8,Low ROI (<3x),31329.2,20140.2,Chicago,Spanish,182,7881,2.309351605126253,61.47802197802198,18.0,621.6111111111111,6,Outdoor Adventurers,2021-11-19,2021,11,Nov,4
3289,Alpha Innovations,Display,All Ages,15 days,15,YouTube,0.07,7.000000000000001,12899.0,6.29,High ROI (6x+),81134.71,68235.71,Los Angeles,German,133,9885,1.3454729387961557,96.98496240601504,9.0,1433.2222222222222,8,Health & Wellness,2021-01-04,2021,1,Jan,1
3300,TechCorp,Search,Men 18-24,30 days,30,Email,0.1,10.0,18526.0,3.33,Medium ROI (3x-6x),61691.58,43165.58,Los Angeles,French,570,7929,7.188800605372682,32.501754385964915,57.0,325.0175438596491,3,Outdoor Adventurers,2021-01-15,2021,1,Jan,1
3366,Innovate Industries,Influencer,All Ages,45 days,45,Google Ads,0.04,4.0,10474.0,5.46,Medium ROI (3x-6x),57188.04,46714.04,Los Angeles,English,713,9379,7.602089775029321,14.690042075736326,29.0,361.1724137931034,7,Foodies,2021-03-22,2021,3,Mar,1
3383,TechCorp,Influencer,Men 25-34,15 days,15,Website,0.12,12.0,12684.0,3.37,Medium ROI (3x-6x),42745.08,30061.08,New York,German,817,5743,14.226014278251784,15.525091799265606,98.0,129.42857142857142,10,Foodies,2021-04-08,2021,4,Apr,2
3427,NexGen Systems,Social Media,Women 25-34,15 days,15,Facebook,0.03,3.0,19304.0,7.67,High ROI (6x+),148061.68,128757.68,Houston,German,230,6281,3.661837287056201,83.9304347826087,7.0,2757.714285714286,7,Health & Wellness,2021-05-22,2021,5,May,2
3449,Innovate Industries,Display,Men 18-24,30 days,30,YouTube,0.14,14.000000000000002,7573.0,5.54,Medium ROI (3x-6x),41954.42,34381.42,Chicago,English,777,2699,28.788440163023346,9.746460746460746,109.0,69.4770642201835,3,Foodies,2021-06-13,2021,6,Jun,2
3452,TechCorp,Social Media,Men 25-34,45 days,45,Email,0.04,4.0,19798.0,2.53,Low ROI (<3x),50088.94,30290.939999999995,Houston,Mandarin,633,8068,7.845810609816558,31.27646129541864,25.0,791.92,1,Outdoor Adventurers,2021-06-16,2021,6,Jun,2
3464,Alpha Innovations,Social Media,Men 25-34,30 days,30,Google Ads,0.05,5.0,12346.0,3.99,Medium ROI (3x-6x),49260.54,36914.54,Houston,English,768,1518,50.59288537549407,16.075520833333332,38.0,324.89473684210526,5,Tech Enthusiasts,2021-06-28,2021,6,Jun,2
